name,source,category,path,skill_md,description
rust-patterns,everything-cc,,everything-cc/rust-patterns,everything-cc/rust-patterns/SKILL.md,"Idiomatic Rust patterns, ownership, error handling, traits, concurrency, and best practices for building safe, performant applications."
rust-testing,everything-cc,,everything-cc/rust-testing,everything-cc/rust-testing/SKILL.md,"Rust testing patterns including unit tests, integration tests, async testing, property-based testing, mocking, and coverage. Follows TDD methodology."
safety-guard,everything-cc,,everything-cc/safety-guard,everything-cc/safety-guard/SKILL.md,Use this skill to prevent destructive operations when working on production systems or running agents autonomously.
santa-method,everything-cc,,everything-cc/santa-method,everything-cc/santa-method/SKILL.md,Multi-agent adversarial verification with convergence loop. Two independent review agents must both pass before output ships.
search-first,everything-cc,,everything-cc/search-first,everything-cc/search-first/SKILL.md,"Research-before-coding workflow. Search for existing tools, libraries, and patterns before writing custom code. Invokes the researcher agent."
security-bounty-hunter,everything-cc,,everything-cc/security-bounty-hunter,everything-cc/security-bounty-hunter/SKILL.md,"Hunt for exploitable, bounty-worthy security issues in repositories. Focuses on remotely reachable vulnerabilities that qualify for real reports instead of noisy local-only findings."
security-review,everything-cc,,everything-cc/security-review,everything-cc/security-review/SKILL.md,"Use this skill when adding authentication, handling user input, working with secrets, creating API endpoints, or implementing payment/sensitive features. Provides comprehensive security checklist and patterns."
security-scan,everything-cc,,everything-cc/security-scan,everything-cc/security-scan/SKILL.md,"Scan your Claude Code configuration (.claude/ directory) for security vulnerabilities, misconfigurations, and injection risks using AgentShield. Checks CLAUDE.md, settings.json, MCP servers, hooks, and agent definitions."
seo,everything-cc,,everything-cc/seo,everything-cc/seo/SKILL.md,"Audit, plan, and implement SEO improvements across technical SEO, on-page optimization, structured data, Core Web Vitals, and content strategy. Use when the user wants better search visibility, SEO remediation, schema markup, sitemap/robots work, or keyword mapping."
skill-comply,everything-cc,,everything-cc/skill-comply,everything-cc/skill-comply/SKILL.md,"Visualize whether skills, rules, and agent definitions are actually followed — auto-generates scenarios at 3 prompt strictness levels, runs agents, classifies behavioral sequences, and reports compliance rates with full tool call timelines"
skill-stocktake,everything-cc,,everything-cc/skill-stocktake,everything-cc/skill-stocktake/SKILL.md,Use when auditing Claude skills and commands for quality. Supports Quick Scan (changed skills only) and Full Stocktake modes with sequential subagent batch evaluation.
social-graph-ranker,everything-cc,,everything-cc/social-graph-ranker,everything-cc/social-graph-ranker/SKILL.md,"Weighted social-graph ranking for warm intro discovery, bridge scoring, and network gap analysis across X and LinkedIn. Use when the user wants the reusable graph-ranking engine itself, not the broader outreach or network-maintenance workflow layered on top of it."
springboot-patterns,everything-cc,,everything-cc/springboot-patterns,everything-cc/springboot-patterns/SKILL.md,"Spring Boot architecture patterns, REST API design, layered services, data access, caching, async processing, and logging. Use for Java Spring Boot backend work."
springboot-security,everything-cc,,everything-cc/springboot-security,everything-cc/springboot-security/SKILL.md,"Spring Security best practices for authn/authz, validation, CSRF, secrets, headers, rate limiting, and dependency security in Java Spring Boot services."
springboot-tdd,everything-cc,,everything-cc/springboot-tdd,everything-cc/springboot-tdd/SKILL.md,"Test-driven development for Spring Boot using JUnit 5, Mockito, MockMvc, Testcontainers, and JaCoCo. Use when adding features, fixing bugs, or refactoring."
springboot-verification,everything-cc,,everything-cc/springboot-verification,everything-cc/springboot-verification/SKILL.md,"Verification loop for Spring Boot projects: build, static analysis, tests with coverage, security scans, and diff review before release or PR."
strategic-compact,everything-cc,,everything-cc/strategic-compact,everything-cc/strategic-compact/SKILL.md,Suggests manual context compaction at logical intervals to preserve context through task phases rather than arbitrary auto-compaction.
swift-actor-persistence,everything-cc,,everything-cc/swift-actor-persistence,everything-cc/swift-actor-persistence/SKILL.md,"Thread-safe data persistence in Swift using actors — in-memory cache with file-backed storage, eliminating data races by design."
swift-concurrency-6-2,everything-cc,,everything-cc/swift-concurrency-6-2,everything-cc/swift-concurrency-6-2/SKILL.md,"Swift 6.2 Approachable Concurrency — single-threaded by default, @concurrent for explicit background offloading, isolated conformances for main actor types."
swift-protocol-di-testing,everything-cc,,everything-cc/swift-protocol-di-testing,everything-cc/swift-protocol-di-testing/SKILL.md,"Protocol-based dependency injection for testable Swift code — mock file system, network, and external APIs using focused protocols and Swift Testing."
swiftui-patterns,everything-cc,,everything-cc/swiftui-patterns,everything-cc/swiftui-patterns/SKILL.md,"SwiftUI architecture patterns, state management with @Observable, view composition, navigation, performance optimization, and modern iOS/macOS UI best practices."
tdd-workflow,everything-cc,,everything-cc/tdd-workflow,everything-cc/tdd-workflow/SKILL.md,"Use this skill when writing new features, fixing bugs, or refactoring code. Enforces test-driven development with 80%+ coverage including unit, integration, and E2E tests."
team-builder,everything-cc,,everything-cc/team-builder,everything-cc/team-builder/SKILL.md,Interactive agent picker for composing and dispatching parallel teams
terminal-ops,everything-cc,,everything-cc/terminal-ops,everything-cc/terminal-ops/SKILL.md,"Evidence-first repo execution workflow for ECC. Use when the user wants a command run, a repo checked, a CI failure debugged, or a narrow fix pushed with exact proof of what was executed and verified."
token-budget-advisor,everything-cc,,everything-cc/token-budget-advisor,everything-cc/token-budget-advisor/SKILL.md,">- Offers the user an informed choice about how much response depth to consume before answering. Use this skill when the user explicitly wants to control response length, depth, or token budget. TRIGGER when: ""token budget"", ""token count"", ""token usage"", ""token limit"", ""response length"", ""answer dep"
ui-demo,everything-cc,,everything-cc/ui-demo,everything-cc/ui-demo/SKILL.md,"Record polished UI demo videos using Playwright. Use when the user asks to create a demo, walkthrough, screen recording, or tutorial video of a web application. Produces WebM videos with visible cursor, natural pacing, and professional feel."
unified-notifications-ops,everything-cc,,everything-cc/unified-notifications-ops,everything-cc/unified-notifications-ops/SKILL.md,"Operate notifications as one ECC-native workflow across GitHub, Linear, desktop alerts, hooks, and connected communication surfaces. Use when the real problem is alert routing, deduplication, escalation, or inbox collapse."
verification-loop,everything-cc,,everything-cc/verification-loop,everything-cc/verification-loop/SKILL.md,A comprehensive verification system for Claude Code sessions.
video-editing,everything-cc,,everything-cc/video-editing,everything-cc/video-editing/SKILL.md,"AI-assisted video editing workflows for cutting, structuring, and augmenting real footage. Covers the full pipeline from raw capture through FFmpeg, Remotion, ElevenLabs, fal.ai, and final polish in Descript or CapCut. Use when the user wants to edit video, cut footage, create vlogs, or build video "
videodb,everything-cc,,everything-cc/videodb,everything-cc/videodb/SKILL.md,"See, Understand, Act on video and audio. See- ingest from local files, URLs, RTSP/live feeds, or live record desktop; return realtime context and playable stream links. Understand- extract frames, build visual/semantic/temporal indexes, and search moments with timestamps and auto-clips. Act- transco"
visa-doc-translate,everything-cc,,everything-cc/visa-doc-translate,everything-cc/visa-doc-translate/SKILL.md,Translate visa application documents (images) to English and create a bilingual PDF with original and translation
workspace-surface-audit,everything-cc,,everything-cc/workspace-surface-audit,everything-cc/workspace-surface-audit/SKILL.md,"Audit the active repo, MCP servers, plugins, connectors, env surfaces, and harness setup, then recommend the highest-value ECC-native skills, hooks, agents, and operator workflows. Use when the user wants help setting up Claude Code or understanding what capabilities are actually available in their "
x-api,everything-cc,,everything-cc/x-api,everything-cc/x-api/SKILL.md,"X/Twitter API integration for posting tweets, threads, reading timelines, search, and analytics. Covers OAuth auth patterns, rate limits, and platform-native content posting. Use when the user wants to interact with X programmatically."
